site_name,avulsion_year,p95_zscore,p95_mean,p95_std,p95_avulsion_window,global_mean,global_p95,av_type,site_area
R17.2,2006,-0.44757216133560657,435.3843901444444,78.58980893601478,400.2097794999999,215.93642722904673,473.290536,retrogradational,South America
R19.2,1986,-0.26610196341987447,331.24074335555554,78.73170526930002,310.2900819999999,165.97859732429907,373.430885,retrogradational,South America
R19.3,2012,0.15889024760298703,331.24074335555554,78.73170526930002,343.7504435,165.97859732429907,373.430885,retrogradational,South America
R2.1,1988,-0.4064007605860883,403.3208820555554,68.29142006410292,375.5671969999999,211.31589028598134,429.89332799999977,retrogradational,Tropical Island
R2.2,2002,-0.5000624898925814,403.3208820555554,68.29142006410292,369.1709044999999,211.31589028598134,429.89332799999977,retrogradational,Tropical Island
R2.3,2014,-0.3472285249493585,403.3208820555554,68.29142006410292,379.6081529999999,211.31589028598134,429.89332799999977,retrogradational,Tropical Island
R20.2,1990,0.2709823882705132,335.5067786222222,76.44328662827664,356.221563,167.58763094411214,381.52817899999985,retrogradational,South America
R20.3,1996,0.035682444520972835,329.5227711333333,77.29503692062286,332.280847,164.6598252949533,370.9588879999999,retrogradational,South America
R20.4,2015,2.6759293117848664,335.5067786222222,76.44328662827664,540.0636099999998,167.58763094411214,381.52817899999985,retrogradational,South America
R21.2,2012,0.20837254793997012,335.1858059777777,76.41191068417129,351.1079504999999,167.06983805943926,380.731052,retrogradational,South America
R22.2,2004,-0.7694094421728152,339.3332978555555,77.31066074205404,279.8497454999999,168.31940267831772,380.09777399999973,retrogradational,South America
R23.3,2014,1.4366696118619136,337.33515322222223,75.52216868926581,445.8355579999997,168.7475613071028,369.92383099999995,retrogradational,South America
R23.4,2016,0.11064646212901219,337.33515322222223,75.52216868926581,345.69141399999995,168.7475613071028,369.92383099999995,retrogradational,South America
R24.2,2003,-1.132643661755344,333.36684244444433,68.77806637236213,255.4658015,165.79784276074764,368.28674999999987,retrogradational,South America
R24.3,2012,0.4870294562950208,331.565632911111,72.65407591169291,366.95030799999995,165.64215164598133,370.20770799999997,retrogradational,South America
R24.4,2014,1.5899765989859076,333.36684244444433,68.77806637236213,442.7223584999997,165.79784276074764,368.28674999999987,retrogradational,South America
R26,2009,-0.5933858094155954,345.9068503555555,71.28173219580852,303.60928199999995,164.43734414747664,381.75372499999986,retrogradational,South America
R27,2006,0.11321135299353917,351.97316023333326,75.68992896989505,360.54211949999996,163.76594628878505,378.5591619999998,retrogradational,South America
R28.1,1993,0.34425932101351225,366.83294136666666,76.59645657727383,393.2019854999999,168.0045197708411,399.1112339999999,retrogradational,South America
R28.2,1993,0.34425932101351225,366.83294136666666,76.59645657727383,393.2019854999999,168.0045197708411,399.1112339999999,retrogradational,South America
R3.1,1988,-0.2637218795626798,390.33711735555545,69.18399370507669,372.0917845,209.4702823046729,418.9688009999999,retrogradational,Tropical Island
R3.2,2002,-0.9512519669267597,378.67962846666666,68.92044878338154,313.11891599999996,200.26201228485982,409.10781899999995,retrogradational,Tropical Island
R30.2,2011,0.4547841928130251,376.6054152444444,76.5134943242447,411.402543,174.56849353327104,402.2484609999998,retrogradational,South America
