site_name,site_lat,site_lon,reach_ID,y_pred,date,year,month
Mamore_Guajara-Mirim,-10.79,-65.35,62267500061,44.10205,1996-08-03,1996,8
Mamore_Guajara-Mirim,-10.79,-65.35,62267500061,9.395581,1996-09-04,1996,9
Mamore_Guajara-Mirim,-10.79,-65.35,62267500061,5.4266596,1996-09-20,1996,9
Mamore_Guajara-Mirim,-10.79,-65.35,62267500061,530.98724,1996-11-23,1996,11
Mamore_Guajara-Mirim,-10.79,-65.35,62267500061,37.53054,1997-05-02,1997,5
Mamore_Guajara-Mirim,-10.79,-65.35,62267500061,144.64497,1997-06-19,1997,6
Mamore_Guajara-Mirim,-10.79,-65.35,62267500061,57.449394,1997-09-23,1997,9
Mamore_Guajara-Mirim,-10.79,-65.35,62267500061,10.185775,1997-10-09,1997,10
Mamore_Guajara-Mirim,-10.79,-65.35,62267500061,93.301926,1997-10-25,1997,10
Mamore_Guajara-Mirim,-10.79,-65.35,62267500061,367.83786,1997-11-10,1997,11
Mamore_Guajara-Mirim,-10.79,-65.35,62267500061,135.25523,1998-07-08,1998,7
Mamore_Guajara-Mirim,-10.79,-65.35,62267500061,191.75052,1998-07-24,1998,7
Mamore_Guajara-Mirim,-10.79,-65.35,62267500061,252.01205,1998-11-29,1998,11
Mamore_Guajara-Mirim,-10.79,-65.35,62267500061,358.2153,1999-02-17,1999,2
Mamore_Guajara-Mirim,-10.79,-65.35,62267500061,154.83398,1999-07-11,1999,7
Mamore_Guajara-Mirim,-10.79,-65.35,62267500061,107.117516,1999-07-27,1999,7
Mamore_Guajara-Mirim,-10.79,-65.35,62267500061,86.11728,1999-08-12,1999,8
Mamore_Guajara-Mirim,-10.79,-65.35,62267500061,5.612632,1999-09-29,1999,9
Mamore_Guajara-Mirim,-10.79,-65.35,62267500061,182.96136,2000-05-26,2000,5
Mamore_Guajara-Mirim,-10.79,-65.35,62267500061,63.228775,2000-06-11,2000,6
Mamore_Guajara-Mirim,-10.79,-65.35,62267500061,228.36885,2000-06-27,2000,6
