site_name,avulsion_year,p95_zscore,p95_mean,mean_zscore,med_zscore,av_type,site_area
JA.34.Morocco.2001.2001,2001,-0.6766221695746178,33.44405384583335,-0.25592062026295387,-0.5911333534944017,delta,Africa
JA.35.Madagascar.2000.2000,2000,0.49898297244520545,26.41749131944446,0.5967630200897576,-0.12371532270322243,delta,Tropical Island
JA.36.Eritrea.2005.2005,2005,-0.7190845503916785,0.2699652777777778,-0.6283453602820731,-0.6921907140556761,delta,Africa
JA.37.Somalia.1989.1989,1989,-0.06504535034560165,1.6702799479166683,1.5717866307967125,-0.24526216327338327,delta,Africa
JA.38.Madagascar.1994.1994,1994,-0.25104227738554813,142.50084648611116,0.21761917426844782,-0.907661878917421,delta,Tropical Island
JA.4.Kosi.2008.2008,2008,0.8864757067177034,4977.392349305557,0.683876749550119,-0.05969116516152637,fan,Asia
JA.40.NewGuinea.Madang.1989.1989,1989,0.4615752962604168,72.20105255555556,-0.32909525879251955,-0.5825315510171264,delta,Tropical Island
JA.69.PNG.2004,2004,-0.21604884660650175,78.01226140972221,-0.27201237383735033,-0.12299475104480756,delta,Tropical Island
JA.69.PNG.2009,2009,-0.11279026015042388,78.01226140972221,-0.2360258201765868,-0.40755995625220337,delta,Tropical Island
JA.8.India.2004.2004,2004,0.7405519404024848,4237.745953055556,0.6135439461229224,0.8400573298641577,fan,Asia
JA.82.DeinNewGuinea.2012,2012,0.6188961830314434,85.18411458333334,1.0032923515488599,0.8553477792218138,delta,Tropical Island
JA.91.Peru.1998,1998,3.7822816192278195,38.36566839166667,1.8346555756119423,0.9081517613975093,delta,South America
JA.95.PNG.1989.1989,1989,0.42785611233187065,78.01226140972221,-0.4534973232383082,-0.6968287185704652,fan,Tropical Island
JAVA12.1985,1985,0.9712541964672515,1498.108343194445,0.3983607473571495,0.24399475130280698,delta,Tropical Island
JAVA3.1992,1992,0.2583942262989176,131.45566425694446,0.19857707126781549,0.2153524588456748,delta,Tropical Island
JAVA5.1995,1995,0.9759123938573384,137.17406644444446,1.1316817532893453,0.3089668174157007,delta,Tropical Island
JAVA5.1998,1998,0.2240745060016854,137.17406644444446,-0.18534405446071048,0.11746357286811207,delta,Tropical Island
JAVA5.2018,2018,0.10783809645756298,137.17406644444446,-0.11693667359504557,-0.5343643156588406,delta,Tropical Island
JAVA6.2010,2010,0.5971374118532381,565.7220599861112,1.0503439361030824,1.2554643826403453,delta,Tropical Island
JAVA7.1990,1990,-0.1247794049897317,162.23046870833332,0.10062831420260096,0.20061031990842107,delta,Tropical Island
JAVA7.2010,2010,0.9396260568113288,162.23046870833332,1.2090887488542008,1.2192495469530313,delta,Tropical Island
JAVA8.2018,2018,-0.11053946160233397,783.886033263889,-0.42789623489136475,-0.4838734087436065,delta,Tropical Island
JAVA9.2014,2014,0.7190983020876841,175.90729143055557,0.595933211701282,0.4501606196052363,delta,Tropical Island
KAZ.001.1993,1993,0.25755872287520964,120.72083334027782,0.03671939844860856,0.067284498108142,delta,Central Asia
KAZ.014.2011,2011,1.085737133745459,1732.7679510416667,0.4428187388009647,0.27813558827806,fan,Central Asia
KEN.001.1989,1989,0.21154235369811406,3054.2563508333337,-0.07253931409734544,-0.1333909783524904,delta,Africa
MAHAJAMBA.2004,2004,1.354106307152962,837.7787300972226,1.1271466108761978,-0.17785000905319973,fan,Tropical Island
MALAWI1.2014,2014,0.8333097589673708,130.88292106250003,0.44305551662312065,-0.1738910985115981,fan,Africa
MANAMBOLO.2004,2004,0.8555732535295127,662.8633911250001,1.0057364279343655,-0.2868193267717936,delta,Tropical Island
PI0019.1989,1989,-0.5292866412462981,216.82345005555555,-0.2504987900769121,0.04290165396529151,delta,Tropical Island
PI0209.2006,2006,-0.1875089716616666,189.21871686111112,-0.785088536291802,-0.873024785084368,delta,Tropical Island
PI0269.1.1996,1996,0.44415863342002876,29.280381944444443,0.13766984980530958,0.3178551099192011,fan,Tropical Island
PI0354.2002,2002,0.19793309673897527,14.239702704861113,-0.13850099026410556,-0.21052984807145264,fan,Tropical Island
PI0801.1.2007,2007,0.07578416535096946,90.67748484027778,0.004907310291944249,0.8146687021807776,delta,Tropical Island
PNG.010.2011,2011,0.6835240054887691,74.0872070513889,0.67501644112397,0.6348162343411775,fan,Tropical Island
PNG0066.1.2003,2003,-0.8167373396577428,131.97883054861114,-0.9065678410690942,-0.795249044420287,fan,Tropical Island
PNG0069.1991,1991,-0.6693365915938113,66.41583122361111,-0.8008623796811838,-0.7059830627223908,fan,Tropical Island
R1,2000,1.5037777005249966,169.65262579166668,1.0809598171054444,0.7316211635300647,retrogradational,Tropical Island
R10.1,1986,-0.2811159368926231,28.68895399305556,-0.29400491738602014,-0.07449836617341195,retrogradational,South America
R10.2,1995,-0.009172308571358371,28.68895399305556,-0.3181655116361378,0.02516836695047693,retrogradational,South America
R10.3,2008,0.6518283930586887,28.68895399305556,0.33136923920345196,-0.15151356904187152,retrogradational,South America
R11.2,1990,-0.15513589061484817,44.58023003472223,-0.25643558212827483,0.006507753217344709,retrogradational,South America
R11.3,2000,-0.7916376935498577,44.58023003472223,-0.6745050029635314,-0.3970945865050821,retrogradational,South America
R12,1985,-0.1563732971537997,64.45970052083334,-0.3107210290831802,-0.07575285012150075,retrogradational,South America
R14,1989,0.5310813082147131,56.89437934027779,-0.041304788646665785,-0.36679584530161674,retrogradational,South America
R15,2005,-0.00604071898202044,1103.7248443055555,-0.39912326263202025,-0.5527170521507409,retrogradational,South America
R16.2,1992,-0.22531912506837715,33.01095920138889,0.17604150794298926,0.30879822077056995,retrogradational,South America
R16.3,2011,3.071827808154703,33.01095920138889,0.5285802357095206,-1.0316207925873955,retrogradational,South America
R17.2,2006,-0.21272539651022265,14.479947916666667,-0.11296168594472585,-0.03491056604836145,retrogradational,South America
R19.2,1986,-0.40871414376453247,14.693359375,-0.1402841085868251,0.09275955564385359,retrogradational,South America
R19.3,2012,0.9681113281858985,14.693359375,0.48595020565510133,0.08883553213835568,retrogradational,South America
R2.1,1988,-0.5290082235052315,118.16397565277778,-0.7667281895316458,-0.47161911114847127,retrogradational,Tropical Island
R2.2,2002,-0.8693919338715443,118.16397565277778,-0.9100423387192407,-0.7701658006463402,retrogradational,Tropical Island
R2.3,2014,0.9357825338404233,118.16397565277778,0.8434363051161315,0.8018691112408758,retrogradational,Tropical Island
R20.2,1990,-0.4029757219929654,14.693359375,0.018465924453208146,0.36744120102870764,retrogradational,South America
R20.3,1996,-0.31857463494806143,15.7666015625,-0.5792077066659409,-0.5769390215937846,retrogradational,South America
R20.4,2015,1.7794054407177706,14.693359375,1.190529576435863,0.6146546818750763,retrogradational,South America
R21.2,2012,0.9029890838803089,19.024717881944447,0.22033522413806736,0.15872188064252848,retrogradational,South America
R22.2,2004,0.7794805536531926,22.925282118055552,-0.9715667896439724,-1.3077588877567734,retrogradational,South America
R23.3,2014,1.2309645592443585,23.103776041666666,0.7966750137883779,0.9908264697106384,retrogradational,South America
R23.4,2016,0.4369993851895569,28.529296875,0.13899250287019982,-0.13625343088643513,retrogradational,South America
R24.2,2003,-1.2242688658226104,28.529296875,-1.1502920913550658,-1.2238046684206882,retrogradational,South America
R24.3,2012,0.8845235449308488,84.03020833333335,-0.09261931386683757,-0.35612765753205317,retrogradational,South America
R24.4,2014,1.2065355574381018,28.529296875,0.7972894679991173,0.8666114397906426,retrogradational,South America
R26,2009,0.5619284517964562,265.49568108333335,-0.41205031081122856,-0.770572252353759,retrogradational,South America
R27,2006,0.14796084388361969,5.2474609375000005,-0.39323233771280874,-0.22250655677487466,retrogradational,South America
R28.1,1993,0.43018050354633663,52.18135850694445,0.9974617065018194,1.1554853858458056,retrogradational,South America
R28.2,1993,0.43018050354633663,52.18135850694445,0.9974617065018194,1.1554853858458056,retrogradational,South America
R3.1,1988,-0.020805256453646257,38.0455078263889,-0.7203342957975065,-0.502608643423421,retrogradational,Tropical Island
R3.2,2002,-0.6888239144732364,61.96634114583334,-1.0086985768743708,-0.7742045813968293,retrogradational,Tropical Island
R30.2,2011,0.08439291050873539,27.455750868055556,-0.6385500781780684,-1.2016674909962937,retrogradational,South America
R32.2,2012,0.15378110371295356,14.383138020833334,-0.44406894817980247,-0.5323196029314357,retrogradational,South America
R33,1986,0.02374292403002886,25.93441840277778,0.06332344523188939,0.2157881937703437,retrogradational,South America
R34.1,2002,-1.1282561445892272,157.71445344444442,-1.1299302520345105,-0.7547869462054896,retrogradational,South America
R34.2,2012,-0.23410976853501,157.71445344444442,-0.6725148585140985,-0.4522088175658377,retrogradational,South America
R35.2,1990,0.48324591332550354,14.37523871527778,1.1516923416748308,1.1606888313786903,retrogradational,South America
R41,1989,0.8892053130276469,668.6265222500001,0.16261018171174704,0.03784929632542813,retrogradational,Tropical Island
R42,2004,-0.4018797398143011,105.62159272916668,-0.5032820856658355,-0.3934392997461623,retrogradational,Tropical Island
R43,1992,-0.19573999402653505,221.35542533333336,-0.5096887854944069,-0.6807303413061283,retrogradational,Tropical Island
R44,1989,-0.2156298842757204,137.5006297152778,-0.3864385433647942,-0.1693257979690666,retrogradational,Tropical Island
R45,1987,-0.6248874116471906,966.3814881250003,-0.8700465855866453,-0.6272795869312756,retrogradational,Tropical Island
R46,1993,0.6067813932264724,307.83352863888894,1.1363317352461209,1.1233862508659689,retrogradational,South America
