Avulsion Name,source,geometry,num_icesat_measurements,num_fabdem_measurements,method_used,dist_mtn_front_to_avulsion_m,total_transport_distance_m,normalized_distance,geomorphology,sar1,sar2,sar3,sar_mean,sar1_distance_m,sar2_distance_m,sar3_distance_m,sm1,sm2,sm3,are1_m,fpe1_m,wse1_m,are2_m,fpe2_m,wse2_m,are3_m,fpe3_m,wse3_m,width_m,discharge_min_cms,discharge_mean_cms,discharge_max_cms,se_1,se_2,se_3,se_std,sm_mean,gamma,spr,gamma_error_upper,gamma_error_lower,corrected_discharge,xgb_depth,har1_m,har2_m,har3_m,a,b,a1,b1,a2,b2,a3,b3,a_over_b,beta,beta_sem,lambda,ab_flag,beta_uncertainty,sar_mean_error,sm_mean_error,log_gamma,log_sar_mean_SE,log_sm_mean_SE,log_gamma_error,yerr_upper_relative,yerr_lower_relative,se_max1,se_max2,se_max3
ECN0095_1999,brooke et. al. 2022,POINT (-60.1169896708669 53.7618267466967),1,2,2,50561,51362,0.984404813,Delta,0.0025,0.00216,0.00191,0.002303333,640,277.7777778,471.2041885,0.00139,0.00213,0.00189,-7,-8.6,-8.5,2.5,1.9,1,2.1,1.2,0.6,72,5.558,12.98,37,1.066666667,0.4,0.6,0.342106763,0.001803333,1.277264325,545.8806726,0.19465216,0.168910575,157.0158266,1.4177214,1.6,0.6,0.9,1.5,1.4177214,1.5,1.4177214,1.5,1.4177214,1.5,1.4177214,1.05803581,0.688888889,0.065838477,0.879893202,TRUE,0.32803315,0.000170978,0.00021797,0.244720545,0.074230498,0.120870852,0.141844738,0.152397711,0.168910575,1.066666667,0.4,0.6
G1,valenza et. al. 2020,POINT (145.527 -5.726),0,3,3,65678,330685,0.198611972,Fan,0.006,0.006,0.002,0.004666667,1000,1166.666667,5500,0.00303,0.00304,0.00295,159,153,157.5,160,153,157.5,164,153,161.5,500,46.79,96.162,156.667,3.154060337,2.41187206,3.790084665,0.689787452,0.003006667,1.55210643,66.0571969,0.513624769,0.385916768,753.0943758,0.40230983,6,7,11,2.166666667,0.4023098,1.5,0.40230983,2.5,0.40230983,2.5,0.40230983,5.385567637,3.118672354,0.132749657,4.840511415,TRUE,0.862490009,0.001333333,2.85E-05,0.439612996,0.285714286,0.009472288,0.28587126,0.330921101,0.385916768,3.154060337,2.41187206,3.790084665
G11,valenza et. al. 2020,POINT (146.6991 -6.5762),0,3,3,6767,48328,0.140022347,Fan,0.00349,0.0033,0.0027,0.003226667,5530.08596,5606.060606,3888.888889,0.00626,0.0066,0.00672,81.5,62.2,80.5,82.5,64,81.5,70.5,60,69,500,7.36,13.6,23.6,2.025521622,1.282830361,2.025521622,4.315895496,0.006526667,0.494382022,21.45388361,0.039433661,0.1,96.33584779,0.48109996,19.3,18.5,10.5,1.166666667,0.48109996,1,0.48109996,1,0.48109996,1.5,0.48109996,2.424998453,10.27388612,0.830594476,5.079224597,TRUE,0.838430082,0.000238071,0.00013776,-0.704446736,0.07378232,0.02110723,0.076742074,0.079763541,0.1,13.03085577,12.49071667,5.300085909
G21,valenza et. al. 2020,POINT (139.3009 -4.7231),0,3,3,11044,236165,0.046763915,Fan,0.0075,0.00371,0.0107,0.008566667,1200,2695.41779,1028.037383,0.00428,0.00524,0.01001,87,78,84,90,80,87,80,69,77,752,209.67,325.35,442,2.903225805,3.22580645,3.548387095,0.322580645,0.00651,1.315924219,7.183397081,0.57045988,0.397947572,2323.784535,0.1,9,10,11,3,0.1,3,0.1,3,0.1,3,0.1,29.99999955,3.22580645,0.062080674,4.244916834,TRUE,0.547494899,0.002020234,0.001771807,0.274539247,0.235824953,0.272166972,0.360122575,0.433505115,0.397947572,2.903225805,3.22580645,3.548387095
G6,valenza et. al. 2020,"POINT (135.16649, -3.96488)",0,3,2,11527,83087,0.138734098,Fan,0.008,0.0175,0.01566,0.010553333,750,62.85714286,376.7560664,0.0076,0.00725,0.00485,46.6,40.6,45.6,141.6,140.5,140.5,44.7,38.8,43.7,550,49.14,66.035,78.584,6,1,5.9,2.858321186,0.006566667,1.607106599,21.12702,0.57411194,0.423001671,355.8999588,1.0824869,6,1.1,5.9,1.033333333,1.0824869,1,1.0824869,1.1,1.0824869,1,1.0824869,0.954592027,4.3,0.550084169,6.910558376,FALSE,2.426569243,0.002908906,0.000864259,0.474435419,0.275638585,0.131613118,0.305448265,0.357233266,0.423001671,6,1,5.9
G9,valenza et. al. 2020,POINT (136.3711 -3.0491),0,3,3,7527,70466,0.106817472,Fan,0.032,0.00963,0.02293,0.028976667,234.375,425.7528557,156.9995639,0.00449,0.00488,0.00485,44.5,37,40.5,41.1,37,37.1,33.6,30,29.6,95,17.4,24.2,29.34,1.626361726,0.889077743,0.780653628,0.460174902,0.00474,6.113220816,22.53533165,1.548130646,1.235299612,122.0397974,0.61152023,7.5,4.1,3.6,4,0.61152023,4,0.61152023,4,0.61152023,4,0.61152023,6.541075501,1.098697699,0.088560701,6.716581644,TRUE,0.394238135,0.006496032,0.0001253,1.810453773,0.224181484,0.026434523,0.225734627,0.253243044,1.235299612,1.626361726,0.889077743,0.780653628
H013,edmonds et. al. 2016,POINT (94.87444 27.64193),0,3,2,14662,1216890,0.012048747,Fan,0.0083,0.00094,0.00043,0.005676667,542.1686747,5212.765957,10930.23256,0.00087,0.00088,0.00126,112,107.5,109.5,111.9,107,109.4,111.7,107,109.2,850,14,139,367,1.8,1.96,1.88,0.08,0.001003333,5.657807309,12.00871794,3.356870047,2.106844553,1898.739182,1.8008419,4.5,4.9,4.7,2.5,1.8008419,2.5,1.8008419,2.5,1.8008419,2.5,1.8008419,1.388239557,1.88,0.015396007,10.63667774,TRUE,0.141957688,0.002542599,0.000128366,1.733036416,0.447903573,0.127939332,0.46581765,0.593316432,2.106844553,1.8,1.96,1.88
H3,valenza et. al. 2020,POINT (86.046 26.9138),0,3,3,4154,29946,0.138716356,Fan,0.006,0.0075,0.0066,0.0062,883.3333333,422.6666667,460.6060606,0.00635,0.0073,0.00738,153.8,148.5,151.1,159.17,156,156.47,161.8,158.76,159.1,190,0.129,1.422,4.791,0.870743153,0.614727705,0.609614903,0.424859024,0.00701,0.884450785,19.78835321,0.078152291,0.1,17.04107596,0.28675473,5.3,3.17,3.04,2.7,0.28675473,2.7,0.28675473,2.7,0.28675473,2.7,0.28675473,9.415712253,1.28456034,0.081764157,1.1361304,TRUE,0.140890663,0.00043589,0.000330807,-0.122788409,0.070304822,0.047190741,0.084674282,0.088362509,0.1,1.774501251,1.061352635,1.017827133
JA_26_Ethiopia_1989_2002_2005_2007_1989,brooke et. al. 2022,POINT (36.193231746103 4.71644805248214),0,3,3,15644,24039,0.650775823,Fan,0.00714,0.0058,0.0066,0.00696,1400.560224,1241.37931,1363.636364,0.00833,0.0075,0.0086,444,434,438.5,434,426.8,431.4,440,431,434.6,350,1.759,3.193,5.471,1.740902309,2.531514096,1.594572019,0.504040343,0.008143333,0.85468686,79.91516451,0.061179002,0.1,19.68409989,0.2441477,10,7.2,9,4.5,0.2441477,5.5,0.2441477,2.6,0.2441477,5.4,0.2441477,18.43146564,1.955662808,0.097002609,1.671479305,TRUE,0.508563286,0.000389244,0.000330975,-0.157020122,0.055925903,0.040643675,0.069134759,0.071580604,0.1,1.740902309,2.531514096,1.594572019
JA_30_Eritrea_2007_2007,brooke et. al. 2022,POINT (39.3043664218351 15.8260313985657),0,3,3,45456,53106,0.85594848,Delta,0.00175,0.0022,0.0035,0.002333333,514.2857143,454.5454545,157.1428571,0.00278,0.00271,0.00277,21,20.1,19.8,22,21,20.8,24.55,24,23.35,200,2.844,7.788,15.883,0.429009074,0.476676749,0.200155923,0.112634321,0.002753333,0.847457627,310.8771719,0.213831039,0.170747838,62.65501127,0.8978577,0.9,1,0.55,1.2,0.8978577,1.2,0.8978577,1.2,0.8978577,1.2,0.8978577,1.336514646,0.389286011,0.021676485,0.3299034,TRUE,0.191885111,0.000524669,2.19E-05,-0.165514438,0.224858232,0.007938788,0.224998331,0.252320626,0.170747838,0.429009074,0.476676749,0.262172212
JA_8_India_2004_2004,brooke et. al. 2022,POINT (90.956522282251 26.7831043870666),0,3,1,800,754442,0.001060386,Fan,0.00648,0.00624,0.004,0.005653333,694.4444444,974.3589744,1177.5,0.00243,0.0024,0.00221,104,99.5,102,105.52,99.44,103.5,104.03,99.32,102,480,32.3,339.14,923.219,1.466134309,1.980910356,1.53455391,0.279556105,0.002346667,2.409090909,0.451869034,0.369626687,0.320458722,5172.545222,3.069296,4.5,6.08,4.71,2.016666667,3.069296,2,3.069296,2.02,3.069296,2.03,3.069296,0.657045376,1.660532859,0.053800598,4.000374614,FALSE,0.343686846,0.000789712,6.89E-05,0.87924946,0.139689556,0.029352242,0.142740065,0.153429945,0.320458722,1.466134309,1.980910356,1.53455391
JAVA12_1985,brooke et. al. 2022,POINT (112.5820764904 -6.92009088498762),0,3,1,193151,202651,0.953121376,Delta,0.00125,0.003,0.005,0.0025,384,216.6666667,80,8.00E-05,0.000105,0.0001,2,1.52,0.7,2.15,1.5,0.85,1.9,1.5,0.6,180,86.403,453.486,1102.052,0.040732731,0.055158907,0.033943943,0.010834181,9.50E-05,26.31578947,10032.85659,14.5746905,9.379799089,6269.641773,11.784135,0.48,0.65,0.4,1.3,11.784135,1.3,11.784135,1.3,11.784135,1.3,11.784135,0.110317814,0.043278527,0.002085039,1.138908608,FALSE,0.022821275,0.001083333,7.64E-06,3.270169119,0.433333333,0.080396065,0.440728153,0.553838239,9.379799089,0.040732731,0.055158907,0.033943943
JAVA2_1984,brooke et. al. 2022,POINT (110.583055602978 -6.7492807429905),0,3,1,150987,155005,0.974078256,Delta,0.0056,0.0015,0.00028,0.003826667,51.78571429,280,1535.714286,1.00E-05,0.00012,0.0001,1.65,1.36,0.35,1.82,1.4,0.5,1.76,1.33,0.46,100,5.304,26.697,77.8,0.048010153,0.069531945,0.071187468,0.012930044,7.67E-05,49.91304348,12705.36856,41.90374928,22.77953299,352.0443134,6.040389,0.29,0.42,0.43,1.306666667,6.0403886,1.3,6.040389,1.32,6.040389,1.3,6.040389,0.216321624,0.062909855,0.002488388,3.140022328,FALSE,0.041958132,0.001609016,3.38E-05,3.910282361,0.420474633,0.441256155,0.609512848,0.839535047,22.77953299,0.048010153,0.069531945,0.071187468
JAVA4_1973,brooke et. al. 2022,POINT (109.523087195822 -6.81114551952617),0,3,2,42756,46274,0.923974586,Delta,0.005,0.00285,0.0045,0.004833333,300,561.4035088,311.1111111,0.0016,0.00125,0.0017,2,0.5,-0.3,2.1,0.5,-0.2,1.9,0.5,0,150,14.271,53.139,120.003,0.652173913,0.695652174,0.736842105,0.04233925,0.001516667,3.186813187,609.2140127,0.55937635,0.475850971,563.7212629,1.5863149,1.5,1.6,1.4,2.166666667,1.5863148,2.3,1.5863149,2.3,1.5863149,1.9,1.5863149,1.365849118,0.694889397,0.008148192,2.214482695,TRUE,0.123956534,0.000649573,0.000136423,1.159021416,0.134394312,0.089948932,0.161717783,0.175528441,0.475850971,0.652173913,0.695652174,0.736842105
JAVA7_1982,brooke et. al. 2022,POINT (107.87287682386 -6.21617638133206),0,3,1,79212,82817,0.95647029,Delta,0.001,0.0029,0.00113,0.001043333,1200,172.4137931,796.460177,0.00015,0.00019,0.00076,2.2,1,0.9,1.5,1,0.2,1.9,1,0.6,50,12,60,117,0.269241227,0.112183844,0.20193092,0.078795343,0.000366667,2.845454545,2608.555336,3.462172957,1.561832206,548.4128771,4.4569697,1.2,0.5,0.9,1.3,4.4569697,1.3,4.4569697,1.3,4.4569697,1.3,4.4569697,0.291677996,0.194451997,0.015164171,0.553304319,FALSE,0.086929724,0.000612817,0.000197005,1.045722825,0.587364356,0.53728734,0.796036791,1.2167381,1.561832206,0.269241227,0.112183844,0.20193092
KEN_001_1989,brooke et. al. 2022,POINT (36.032135150521 4.56857783852436),0,3,1,330720,339418,0.974373781,Delta,0.0016,0.00178,0.00066,0.001286667,1512.5,1882.022472,4666.666667,0.00019,0.00033,0.0002,367.42,365,365.42,367.75,364.4,365.75,367.5,364.42,365.5,97,152.815,901.531,2292.207,0.157651409,0.218236454,0.200647247,0.031167745,0.00024,5.361111111,4059.890754,2.087370959,1.502403783,13891.92224,15.350323,2.42,3.35,3.08,2,15.350323,2,15.350323,2,15.350323,2,15.350323,0.13029042,0.19217837,0.005998235,1.030289595,FALSE,0.030600179,0.000347243,4.51E-05,1.67917125,0.269878065,0.187885406,0.328839012,0.389354169,1.502403783,0.157651409,0.218236454,0.200647247
MAHAJAMBA_2004,brooke et. al. 2022,POINT (47.3971630602024 -16.419699687911),3,0,1,4080,219560,0.01858262,Fan,0.0025,0.0024,0.0028,0.0026,1120,1208.333333,1000,0.0016,0.0014,0.0015,57,54.2,55.6,57.6,54.7,55.7,57,54.2,55,500,37.88,310.1,943.11,0.724224048,0.750089193,0.724224048,0.014933248,0.0015,1.733333333,12.38841333,0.107462676,0.10118918,5293.72561,3.866207,2.8,2.9,2.8,1.766666667,3.866207,1.4,3.866207,1.9,3.866207,2,3.866207,0.456950887,0.732845763,0.002873905,1.270265989,FALSE,0.104197916,0.000120185,5.77E-05,0.550046337,0.046225016,0.038490018,0.060151755,0.061997698,0.10118918,0.724224048,0.750089193,0.724224048
MALAWI1_2014,brooke et. al. 2022,POINT (34.5760989448203 -13.886239975018),0,3,1,32038,35253,0.908802088,Delta,0.0028,0.0033,0.00307,0.00289,510.7142857,500,521.1726384,0.000615,0.000875,0.00095,478.7,477.27,476.7,478.75,477.1,476.75,478.6,477,476.6,100,5.15,43.75,128.09,0.257794728,0.297455455,0.288441654,0.020790446,0.000813333,3.553278689,1117.379616,0.511305707,0.44698584,605.1089901,5.547049,1.43,1.65,1.6,2,5.547049,2,5.547049,2,5.547049,2,5.547049,0.360552067,0.281230612,0.004001123,0.999290742,FALSE,0.051819686,0.000144491,0.000101503,1.267870751,0.04999704,0.124798279,0.134440747,0.143896877,0.44698584,0.257794728,0.297455455,0.288441654
