OBJECTID,Join_Count,TARGET_FID,site_name,avulsion_year,z_p95_q,zlog_p95_q,z_mean_q,zlog_mean_q,z_flood_dur,zlog_flood_dur,av_type,site_area,site_lat,site_lon,country,continent,identity,climate
11,1,11,A017,1991,1.458910587,1.058181846,2.181791923,1.641126267,2.422683479,1.277047922,fan,South America,7.0677,-71.882,Venezuela,South America,bbe39545-ca5b-020c-b0de-8b6c9ef411ae,BSk Arid-Steppe-Cold
12,1,12,A018,1997,-0.632012175,-0.570680858,-0.342680598,-0.189422483,-0.706795129,-0.451397216,fan,South America,3.7613,-73.8341,Colombia,South America,04be7e87-ae6f-b2b8-37ac-7bdc06905d81,Cfb Temperate-Withouth_dry_season-Warm_Summer
13,1,13,A020,1989,0.923036366,0.742240066,0.7747543,0.697470618,1.055299366,0.975934182,fan,South America,7.1738,-71.3719,Venezuela,South America,8d027208-7c46-c50b-2f7e-655170bb3451,Cwb Temperate-Dry_Winter-Warm_Summer
14,1,14,A022,1992,0.520195884,0.681424687,1.818550621,1.714342455,1.874111702,1.109047364,fan,South America,-15.871,-66.3614,Bolivia,South America,2b1472a7-3382-b2a9-6914-fb6b93bb6460,Am Tropical-Monsoon
15,1,15,A023,1999,-0.315085175,-0.25715652,0.056206507,0.162564298,-0.368679768,0.242278878,fan,South America,-15.7994,-66.3647,Bolivia,South America,2b1472a7-3382-b2a9-6914-fb6b93bb6460,Am Tropical-Monsoon
16,1,16,A024,1998,-0.46146075,-0.448821654,-0.004013751,0.098067567,-0.746699285,-0.221479956,fan,South America,-16.0667,-66.1576,Bolivia,South America,2b1472a7-3382-b2a9-6914-fb6b93bb6460,Am Tropical-Monsoon
17,1,17,A025,1991,0.605521938,0.766183305,1.144053342,1.179373364,1.874505861,1.104437706,fan,South America,-15.8841,-65.8525,Bolivia,South America,2b1472a7-3382-b2a9-6914-fb6b93bb6460,Am Tropical-Monsoon
18,1,18,A026,2002,-0.734381184,-0.73907462,-0.7885376,-0.769954794,-0.74541375,-0.41163747,fan,South America,-17.2135,-64.8638,Bolivia,South America,2b1472a7-3382-b2a9-6914-fb6b93bb6460,Am Tropical-Monsoon
19,1,19,A027,1991,1.090438388,1.123858963,1.324391073,1.28382803,1.248158559,1.109916476,fan,South America,-17.3709,-64.2165,Bolivia,South America,47a2fa26-2c4f-9487-37ae-a70e275616f2,Aw Tropical-Savanna
20,1,20,A028,1993,0.312049956,0.463262026,1.992414511,1.725618674,1.770888741,1.17555277,fan,South America,-17.4236,-64.1347,Bolivia,South America,47a2fa26-2c4f-9487-37ae-a70e275616f2,Aw Tropical-Savanna
21,1,21,A030,2002,-0.857114274,-0.88611075,-0.551398086,-0.488357812,-0.84560974,-1.221468845,fan,South America,-17.3597,-64.2268,Bolivia,South America,47a2fa26-2c4f-9487-37ae-a70e275616f2,Aw Tropical-Savanna
22,1,22,A035,1994,-0.254420249,-0.192540223,-0.174501826,-0.116418162,-0.123434206,0.463798381,fan,South America,-16.2747,-65.2037,Bolivia,South America,2b1472a7-3382-b2a9-6914-fb6b93bb6460,Am Tropical-Monsoon
23,1,23,A037,1990,-0.088603144,0.049029374,-0.07153659,0.026445683,-0.184508842,0.492755183,fan,South America,-17.3139,-64.6131,Bolivia,South America,47a2fa26-2c4f-9487-37ae-a70e275616f2,Aw Tropical-Savanna
24,1,24,A042,1995,1.376081131,1.433193578,1.201559184,1.227619029,1.958185167,1.201085922,fan,South America,-16.9553,-65.3332,Bolivia,South America,2b1472a7-3382-b2a9-6914-fb6b93bb6460,Am Tropical-Monsoon
25,1,25,A044,1991,2.36779552,1.814339485,2.366972632,1.951691375,2.557414932,1.296569798,fan,South America,-23.0778,-64.3191,Argentina,South America,92495798-fb98-b04e-443c-9fd676453b09,Cwa Temperate-Dry_Winter-Hot_Summer
26,1,26,A045,1992,1.111445505,1.116545986,1.175424526,1.139686459,1.860774804,1.122628503,fan,South America,-17.0743,-62.9938,Bolivia,South America,47a2fa26-2c4f-9487-37ae-a70e275616f2,Aw Tropical-Savanna
27,1,27,A047,2002,-0.511625105,-0.330377528,-0.729705802,-0.592401988,-0.955868695,-1.318785064,fan,South America,7.5564,-72.0621,Venezuela,South America,ceebcc03-341d-7c91-5d26-f28c3d930f14,BWh Arid-Desert-Hot
28,1,28,A048,2000,-0.714352804,-0.77516815,-0.448429899,-0.405423036,-0.793657676,-0.381881692,fan,South America,-16.3221,-65.8369,Bolivia,South America,2b1472a7-3382-b2a9-6914-fb6b93bb6460,Am Tropical-Monsoon
29,1,29,A049,1992,1.11236915,1.11661351,1.176148999,1.13999302,1.855566235,1.11840059,fan,South America,-16.969,-62.998,Bolivia,South America,47a2fa26-2c4f-9487-37ae-a70e275616f2,Aw Tropical-Savanna
30,1,30,A050,1987,-0.743781643,-0.729466965,-0.934437681,-0.953925299,-0.864977825,-1.209044686,fan,South America,-17.3124,-64.2018,Bolivia,South America,47a2fa26-2c4f-9487-37ae-a70e275616f2,Aw Tropical-Savanna
31,1,31,A051,1998,0.020897388,0.183668726,-0.353398737,-0.200012533,-0.014958822,0.490635163,fan,South America,7.5577,-72.0744,Venezuela,South America,ceebcc03-341d-7c91-5d26-f28c3d930f14,BWh Arid-Desert-Hot
32,1,32,AFR0211.1998,1998,0.222940594,0.417053471,0.054504652,0.231412131,-0.170299263,0.452101184,delta,Africa,-12.45042,13.48999,Angola,Africa,f39e3b05-ce8e-7c6c-2972-173f6342189d,BWh Arid-Desert-Hot
33,1,33,ANGO2.2003,2003,0.245740681,0.455281035,0.828777605,0.936663765,0.950248731,0.942681801,delta,Africa,-12.88411,13.078039,Angola,Africa,8abcebf3-d7f0-6981-948c-2130ddc24ee0,BWh Arid-Desert-Hot
34,1,34,ARG.001.2001,2001,1.232693469,1.083896336,1.516837158,1.361865461,1.541848047,1.036062194,delta,South America,-27.42641,-65.11226,Argentina,South America,92495798-fb98-b04e-443c-9fd676453b09,Cwa Temperate-Dry_Winter-Hot_Summer
35,1,35,B1,1994,0.195869152,0.3142523,0.353270271,0.438830247,0.647096366,0.820226377,fan,South America,-17.0815,-62.9795,Bolivia,South America,47a2fa26-2c4f-9487-37ae-a70e275616f2,Aw Tropical-Savanna
36,1,36,B10,1987,-0.057071615,0.036434465,0.576924239,0.65277657,-0.259358777,0.361662823,intra-lobe,South America,-16.2728,-65.2038,Bolivia,South America,2b1472a7-3382-b2a9-6914-fb6b93bb6460,Am Tropical-Monsoon
37,1,37,B11,2011,0.076250402,0.210119542,-0.818311013,-0.853522871,0.570307399,0.764676762,intra-lobe,South America,-16.0662,-66.1572,Bolivia,South America,2b1472a7-3382-b2a9-6914-fb6b93bb6460,Am Tropical-Monsoon
38,1,38,B12,1987,-0.393846846,-0.354373757,-0.335460682,-0.262547359,-0.61645368,-0.011047792,intra-lobe,South America,-15.879,-65.859,Bolivia,South America,2b1472a7-3382-b2a9-6914-fb6b93bb6460,Am Tropical-Monsoon
39,1,39,B13,2000,-0.348767676,-0.298199157,-0.493145584,-0.444261126,-0.404315495,0.208604183,intra-lobe,South America,-15.8668,-66.3614,Bolivia,South America,2b1472a7-3382-b2a9-6914-fb6b93bb6460,Am Tropical-Monsoon
40,1,40,B14,1990,0.484263861,0.596131134,0.526819546,0.677912505,0.467180835,0.762300385,intra-lobe,South America,-14.677,-66.5308,Bolivia,South America,2b1472a7-3382-b2a9-6914-fb6b93bb6460,Am Tropical-Monsoon
41,1,41,B15,1991,2.36779552,1.814339485,2.366972632,1.951691375,2.557414932,1.296569798,fan,South America,-23.0769,-64.3187,Argentina,South America,92495798-fb98-b04e-443c-9fd676453b09,Cwa Temperate-Dry_Winter-Hot_Summer
42,1,42,B2,2005,-0.712336462,-0.669319149,-0.950243416,-0.966958288,-0.899880963,-1.218999298,intra-lobe,South America,-17.4241,-64.1351,Bolivia,South America,47a2fa26-2c4f-9487-37ae-a70e275616f2,Aw Tropical-Savanna
43,1,43,B3,2011,1.792165419,1.63474563,0.921761597,0.957463202,1.581258061,1.185796578,fan,South America,-17.3714,-64.2165,Bolivia,South America,47a2fa26-2c4f-9487-37ae-a70e275616f2,Aw Tropical-Savanna
44,1,44,B4,1994,-0.555248558,-0.503819814,-0.487499709,-0.424463176,-0.843043161,-1.026830211,fan,South America,-17.216,-64.855,Bolivia,South America,2b1472a7-3382-b2a9-6914-fb6b93bb6460,Am Tropical-Monsoon
45,1,45,B6,2007,0.739900272,0.862166895,0.511018977,0.584115047,1.646783228,1.138065294,fan,South America,-16.9729,-65.3985,Bolivia,South America,2b1472a7-3382-b2a9-6914-fb6b93bb6460,Am Tropical-Monsoon
