site_name,avulsion_year,av_type,site_area,year,z_p95_q,zlog_p95_q,z_mean_q,zlog_mean_q,z_flood_dur,zlog_flood_dur
R42,2004,retrogradational,Tropical Island,2008.0,-0.14747219360701605,-0.08012730599063789,-0.19395880649113195,-0.12783028599544213,-0.2691601585618365,0.11734897597021819
R42,2004,retrogradational,Tropical Island,2009.0,0.2198244611039817,0.3062558853184673,0.1959309459941767,0.27708323075437497,-0.30092988219536476,0.08163085135210227
R42,2004,retrogradational,Tropical Island,2010.0,1.8158304149817908,1.7597777005376627,0.16739856602320927,0.24829521782640773,1.2240168522139911,1.0850355922295822
R42,2004,retrogradational,Tropical Island,2011.0,0.028419414555973885,0.10778631862433377,0.6393287148442162,0.7087427122531886,-0.23739043492830827,0.15181357115114297
R42,2004,retrogradational,Tropical Island,2012.0,1.5153355284037988,1.5099136500429138,1.5690799368039974,1.52999146648092,1.60525353581633,1.2308048428779779
R42,2004,retrogradational,Tropical Island,2013.0,1.8798731588300033,1.81180460634792,2.498190117331999,2.2582076161354756,2.8760424811574596,1.6023278166772137
R42,2004,retrogradational,Tropical Island,2014.0,0.8555493445687993,0.9248863607154053,0.8335377995541372,0.8891081157428011,0.6521618268104826,0.8155001389975464
R42,2004,retrogradational,Tropical Island,2015.0,-0.36506414112759367,-0.3204090363665021,-0.42265643179305407,-0.377686604927975,-0.3644693294624213,0.006044320502747217
R42,2004,retrogradational,Tropical Island,2016.0,2.531156592904354,2.3184046539995204,2.620022234068693,2.347897520354666,3.3208186120268555,1.70503296921653
R42,2004,retrogradational,Tropical Island,2017.0,0.25094133075564573,0.3379534829334655,0.8780894639165324,0.929784848291844,0.5886223795434262,0.7804199748959921
R42,2004,retrogradational,Tropical Island,2018.0,-0.09966618892415346,-0.028511202764820175,0.37565141721044853,0.45552895565378165,0.17561597230755896,0.515572550520688
R42,2004,retrogradational,Tropical Island,2019.0,-1.4778540552403117,-1.7118181021279413,1.6552884467003623,1.601114837557486,-1.1269426966670992,-3.155342963828403
R43,1992,retrogradational,Tropical Island,1984.0,-1.2983864085275132,-1.410361696838781,-1.495988802587607,-1.6682285717084895,-0.8813962622927606,-0.8522580129538028
R43,1992,retrogradational,Tropical Island,1985.0,0.4498009033114705,0.515954238826951,0.3341341888181108,0.40458404417150673,0.11536600291790057,0.4485942913007897
