site_name,avulsion_year,z_p95_q,zlog_p95_q,z_mean_q,zlog_mean_q,z_flood_dur,zlog_flood_dur,av_type,site_area
R24.3,2012,1.3903223517161951,1.3124225443752289,-0.010951073,0.099632097,1.3059119971552395,0.9338252073683916,retrogradational,South America
R24.4,2014,1.8580495423216041,1.6699791440261769,0.8351208449359174,0.9240173224756637,1.3909854293074513,0.9469959082755597,retrogradational,South America
R25,1984,1.8625536079398446,1.666227740687242,1.2488631374055619,1.363625776198496,0.7232737159404514,0.8139017197986992,retrogradational,South America
R26,2009,0.8269562028947929,0.9333888590892735,-0.199854359,-0.122727885,1.0466807800170628,0.9303039814973538,retrogradational,South America
R27,2006,0.4784905554836211,0.5628004241619002,-0.023038265,0.12874366077465182,0.46953968358625786,0.7471983850203692,retrogradational,South America
R28.1,1993,0.6889329713448425,0.7509349542812565,1.1892889804745652,1.3262899263869978,1.692854321315704,1.0645691428380148,retrogradational,South America
R28.2,1993,0.6889329713448425,0.7509349542812565,1.1892889804745652,1.3262899263869978,1.692854321315704,1.0645691428380148,retrogradational,South America
R3.1,1988,0.7332520745950094,0.7499635032890889,-0.336765805,-0.275207228,0.6362694823758636,0.6320809625394775,retrogradational,Pacific Islands
R3.2,2002,-0.677075016,-0.615552229,-0.954806482,-0.981142058,-0.279966661,0.051386889,retrogradational,Pacific Islands
R30.1,1984,-0.278435034,-0.150372051,0.4449247760899197,0.5858644131835855,-0.367639165,0.2678454243996611,retrogradational,South America
R30.2,2011,0.6704630708835909,0.7664928651250517,-0.42187419,-0.304097631,0.5194901247696918,0.7369651259308705,retrogradational,South America
R31,1984,-0.296007619,-0.173754417,0.40309284124289907,0.5537697558602541,-0.459710149,0.16289596080219262,retrogradational,South America
R32.1,1984,-0.44770213,-0.366297612,0.324688748,0.46164509220440136,-0.752426509,-0.183075279,retrogradational,South America
R32.2,2012,0.42323700952436133,0.5476918614999727,-0.311479675,-0.20129,0.20970638500998479,0.5850680870545896,retrogradational,South America
R33,1986,0.058544116,0.20799928527617892,0.10901742285827466,0.25012687572096287,0.6735330984134007,0.7628883062175644,retrogradational,South America
R34.1,2002,-1.149988239,-1.406157908,-1.156634766,-1.28371201,-1.029485819,-1.779509702,retrogradational,South America
R34.2,2012,-0.036264153,0.068120282,-0.546893724,-0.518663387,0.274007632,0.6402970826063854,retrogradational,South America
R35.2,1990,0.5224503682472413,0.6524965818224925,1.3722036927887926,1.2746262753813764,1.5827716046744555,1.036578373273005,retrogradational,South America
R36,1984,0.8869115369742029,0.8879324480271457,1.3204057652408585,1.2423472850356403,0.7663834573922478,0.9637681023332982,retrogradational,South America
R37,1984,0.80201693,0.8000369080679206,1.1397610813338757,1.1033180639506805,0.6503983346017979,0.8590637389248184,retrogradational,South America
R41,1989,1.5942068686668487,1.4873819764204435,0.7788301504946212,0.8312150131838554,0.7884575757775328,0.753717889,retrogradational,Pacific Islands
R42,2004,0.1882284807011289,0.2732661949994012,-0.074900836,-0.002497827,-0.143165778,0.24154240117332942,retrogradational,Pacific Islands
R43,1992,0.47926514721255437,0.544665036,-0.018860731,0.046492444728197364,0.14876534392023916,0.4768816873849776,retrogradational,Pacific Islands
R44,1989,-0.087082676,-0.027119496,-0.382573473,-0.340973617,-0.018480937,0.3385759741433032,retrogradational,Pacific Islands
R45,1987,-0.027879002,0.067229647,-0.858253494,-0.915575034,0.020836033321220637,0.30892193660206824,retrogradational,Pacific Islands
R46,1993,0.7656697663027294,0.8591498467003514,1.4490267917945665,1.5346590934823814,0.9181208303890733,0.9076566506611128,retrogradational,South America
R48,2002,-0.577885479,-0.51855944,-0.466955537,-0.417530481,-0.683690909,-0.075402505,retrogradational,South America
R49,2000,-1.454109898,-1.515212508,-1.254664947,-1.538884015,-1.239518122,-1.022870598,retrogradational,South America
R5,1995,0.26784834129349433,0.3233888565794908,0.5333197413717962,0.6261021202582858,0.073513207,0.33068378339480686,retrogradational,Pacific Islands
R51,1993,0.2598997720880811,0.32117791033487364,0.8617716993501866,0.8864379867622665,0.6154389418818897,0.7518519105111603,retrogradational,South America
R52.1,1984,1.8761454074661315,1.6746791673305053,1.279181218264936,1.3887115830430747,0.7217090528806834,0.8125577365549779,retrogradational,South America
R52.2,2012,1.1716475411166076,1.1395802101691908,-0.177926855,-0.0942237,1.1742024675698395,0.928709662,retrogradational,South America
R53,2001,0.075728675,0.15823567259365506,-0.104175048,-0.039217487,-0.118128927,0.23869384200624802,retrogradational,South America
R6,2006,1.7300474673948798,1.5602501516896283,1.1823837882990191,1.1726813862156122,1.6961477119035733,1.0561859348289184,retrogradational,Pacific Islands
R7,2006,1.6439330092562823,1.4919322767788734,1.1660925773751332,1.1583156543952846,1.6907254964006577,1.0578570481828453,retrogradational,Pacific Islands
RUS.002.1988,1988,0.7267756323725809,0.6254918100808509,0.8760133837335211,0.7830586940050571,0.9146364777903689,0.9062491032002384,delta,Asia
RUS.002.1996,1996,0.9814388556889352,0.745957824,1.0569058944204237,0.88122999,1.2285577563908794,1.0099684254955716,delta,Asia
SA0210.1996,1996,-0.612381985,-0.778518335,-0.624368344,-0.677471693,-0.609474117,-0.74346885,delta,South America
SA0505.1999,1999,3.227452807,2.3794584361531514,2.664535163327595,2.396091032162614,2.334998232894478,1.4435945878601337,delta,South America
SAMBAO.2004,2004,2.235458019960633,0.8527853161926299,2.1283289920185235,0.9578730798179712,1.2492505657284985,0.8102550680910182,delta,Pacific Islands
SUMA2.2005,2005,0.7835297831656562,0.8218361181167178,-0.209554961,-0.149437842,0.27466441857485346,0.43799070065929707,delta,Pacific Islands
Sulengguole.1990,1990,4.165347590731704,2.1812512223025995,4.021859339322479,2.531123691424343,2.896977718232161,1.3232515973624608,delta,Asia
Sulengguole.1997,1997,-0.181272566,0.12900385549119195,-0.027366582,0.24136841281427943,0.39118296474384034,0.5660598744679931,delta,Asia
Sulengguole.2003,2003,0.5632920929976281,0.7803375914088205,0.3574719975376448,0.6307506597018195,0.3163831213561293,0.5288988391243451,delta,Asia
Sulengguole.2007,2007,-0.142717588,0.17186409485893916,-0.068477233,0.19441791191044583,-0.244615704,0.18240086450940268,delta,Asia
Sulengguole.2008,2008,-0.262067924,0.034420677437476774,-0.068477233,0.19441791191044583,-0.244615704,0.18240086450940268,delta,Asia
TKMN.001.2008,2008,-0.765284045,,-0.965773624,,-0.92734888,-0.713018589,fan,Central Asia
TURK.001.1993,1993,1.7163805283341065,,1.9080608991580525,,1.8775777459687126,0.971117972,delta,Central Asia
TURK.002.1991,1991,-0.1965974,-0.057305375,-0.239038544,-0.111987583,-0.18353552,0.1678594566829466,delta,Central Asia
UZB.001.1994,1994,2.1017127165261784,1.4796102547902086,2.156307488658589,1.5616100775210102,1.4449384335332258,1.0662379381399876,delta,Central Asia
V1,1998,1.0183529864183365,0.8544258073132343,0.5593174099598989,0.5364551300359338,0.7907487022552371,0.7422940334607476,fan,South America
V10,1997,0.9023848150289304,0.7397605419866018,0.12810181974894308,0.21001345150009837,0.42877197404193373,0.7404800905856724,fan,South America
V11,2017,0.046568238222190736,0.21734944939403117,-0.038279206,0.1049087257846916,-0.163862107,0.44528914542261616,intra-lobe,South America
V12.1,1997,-0.277521276,-0.092248281,-0.352683801,-0.199194412,-0.50457228,0.082785857,fan,South America
V12.2,2011,3.935203236745197,2.3525734674997887,3.147280402317719,2.1680577629509106,3.114961527198104,1.3646218625314404,fan,South America
V12.3,2016,0.24446428599887265,0.3768262891230379,0.047378672,0.1745445850271823,0.17579121723739005,0.607613025,fan,South America
V13,2000,0.24827254302863694,0.3746224274990806,0.046111484,0.17153098448981316,-0.23634938,0.3333081999435955,fan,South America
V14,2016,-0.459087098,-0.170816966,-0.578571182,-0.33331775,-0.631132357,-0.258727965,intra-lobe,South America
V4,2009,-0.13248371,0.027578843587249498,-0.24413604,-0.128605571,-0.378066381,0.31974631667552345,fan,South America
V5.1,1991,1.0189077066548957,0.8455758383803156,1.1695463794941643,1.0588934281743827,1.0019288182198103,0.8810039900195885,fan,South America
V5.2,1998,1.2456519482420418,1.1588189050394995,0.40644920192265804,0.47496052582230525,0.9088465614620874,0.919269439,fan,South America
V6,2012,2.5822379033447005,1.9395203987844585,2.613674830593178,2.1036945203872035,2.4299532459123663,1.2293132068433743,fan,South America
V7,2010,-0.089283513,0.057847919027410336,0.053686518,0.15589885386671468,-0.496346159,0.072249778,intra-lobe,South America
V8,2011,1.465150152390401,0.9899165166739712,1.076880440757315,0.8868838870076945,1.3133418576326419,0.974018011,fan,South America
V9,2011,1.687729448,1.1820964551785864,1.226552162154205,1.0374439855517354,1.1498884758397314,0.9860512676075457,fan,South America
VENEZ2.1986,1986,1.0655067860408238,0.6189978499632497,0.9722540972001104,0.6890442607391978,1.096554620144057,1.0380319451372575,delta,South America
VENEZ2.2009,2009,0.33864808587498735,0.30139858574317735,0.42443834461748015,0.38896441944327054,0.013449804143181079,0.40787539308704107,delta,South America
